,user_id,num_movies_rated,avg_rating,rating_std,high_rated_movies,low_rated_movies,avg_sentiment,avg_review_length
22812,ur23258529,1.0,7.0,0.0,0.0,0.0,0.1625,56.0
22813,ur23258582,1.0,6.0,0.0,0.0,0.0,0.22735042735042726,268.0
22814,ur23260053,1.0,8.0,0.0,1.0,0.0,0.2968253968253969,174.0
22815,ur23261094,1.0,4.0,0.0,0.0,1.0,-0.05882936507936507,216.0
22816,ur23262301,2.0,10.0,0.0,2.0,0.0,0.19023622981956317,164.5
22817,ur23264446,6.0,7.666666666666667,1.505545305418162,4.0,0.0,0.1178006164587047,141.33333333333334
22818,ur23265070,1.0,7.0,0.0,0.0,0.0,-0.09782608695652172,233.0
22819,ur23265421,1.0,6.0,0.0,0.0,0.0,0.2122395833333333,94.0
22820,ur2326544,13.0,6.769230769230769,2.4205318339105477,4.0,2.0,0.11779736731307938,330.0
22821,ur2326554,2.0,7.0,0.0,0.0,0.0,0.10246155230728016,489.0
22822,ur2326753,1.0,7.0,0.0,0.0,0.0,-0.19398148148148148,50.0
22823,ur2326919,1.0,5.0,0.0,0.0,0.0,-0.06136363636363635,127.0
22824,ur23270024,1.0,5.0,0.0,0.0,0.0,0.15666666666666668,314.0
22825,ur23271034,2.0,7.5,0.7071067811865476,1.0,0.0,0.2957192684766214,311.5
22826,ur2327115,1.0,10.0,0.0,1.0,0.0,0.13333333333333333,56.0
22827,ur2327211,9.0,7.444444444444445,2.9202359113225382,5.0,1.0,0.19386764688699676,237.44444444444446
22828,ur23273681,1.0,7.0,0.0,0.0,0.0,-0.1125,138.0
22829,ur23276749,3.0,8.333333333333334,0.5773502691896257,3.0,0.0,0.15981518481518484,155.66666666666666
22830,ur23277002,1.0,7.0,0.0,0.0,0.0,0.1902777777777778,224.0
22831,ur23279427,1.0,9.0,0.0,1.0,0.0,0.1596590909090909,362.0
22832,ur23279630,1.0,5.0,0.0,0.0,0.0,0.06925287356321841,442.0
22833,ur23279854,1.0,7.0,0.0,0.0,0.0,0.11818181818181818,114.0
22834,ur23284300,1.0,2.0,0.0,0.0,1.0,0.20161616161616155,373.0
22835,ur23286316,1.0,10.0,0.0,1.0,0.0,0.2904761904761905,40.0
22836,ur23287205,4.0,6.5,1.7320508075688772,2.0,0.0,0.17143176994194437,178.5
22837,ur2329015,1.0,10.0,0.0,1.0,0.0,-0.05589743589743589,164.0
